date,order_id,symbol,side,quantity,price,amount,commission,stamp_tax,slippage,total_cost,net_proceeds
2026-08-14,ORD000001,000506,buy,900,20.99,18891.0,5.667299999999999,0.0,18.891000000000002,24.558300000000003,-18866.4417
2026-08-14,ORD000002,000603,buy,500,37.03,18515.0,5.554499999999999,0.0,18.515,24.069499999999998,-18490.9305
2026-08-14,ORD000003,001337,buy,300,55.1,16530.0,5.0,0.0,16.53,21.53,-16508.47
2026-08-14,ORD000004,002237,buy,1300,15.41,20033.0,6.009899999999999,0.0,20.033,26.0429,-20006.9571
2026-08-14,ORD000005,002290,buy,300,64.15,19245.0,5.773499999999999,0.0,19.245,25.0185,-19219.9815
2026-08-14,ORD000006,002378,buy,800,24.43,19544.0,5.863199999999999,0.0,19.544,25.4072,-19518.5928
2026-08-14,ORD000007,002400,buy,2900,6.68,19372.0,5.811599999999999,0.0,19.372,25.1836,-19346.8164
2026-08-14,ORD000008,002488,buy,2400,8.38,20112.000000000004,6.033600000000001,0.0,20.112000000000005,26.145600000000005,-20085.854400000004
2026-08-14,ORD000009,002498,buy,3000,6.7,20100.0,6.029999999999999,0.0,20.1,26.130000000000003,-20073.87
2026-08-14,ORD000010,002545,buy,1100,17.77,19547.0,5.8641,0.0,19.547,25.4111,-19521.5889
2026-08-14,ORD000011,002636,buy,300,70.5,21150.0,6.345,0.0,21.150000000000002,27.495,-21122.505
2026-08-14,ORD000012,002716,buy,1700,11.66,19822.0,5.946599999999999,0.0,19.822,25.7686,-19796.2314
2026-08-14,ORD000013,300102,buy,1100,17.93,19723.0,5.916899999999999,0.0,19.723,25.639899999999997,-19697.3601
2026-08-14,ORD000014,300170,buy,1200,16.85,20220.0,6.066,0.0,20.22,26.285999999999998,-20193.714
2026-08-14,ORD000015,300244,buy,1100,17.85,19635.0,5.890499999999999,0.0,19.635,25.5255,-19609.4745
2026-08-14,ORD000016,300342,buy,600,32.75,19650.0,5.895,0.0,19.650000000000002,25.545,-19624.455
2026-08-14,ORD000017,300503,buy,300,67.77,20331.0,6.0992999999999995,0.0,20.331,26.4303,-20304.5697
2026-08-14,ORD000018,300776,buy,100,111.95,11195.0,5.0,0.0,11.195,16.195,-11178.805
2026-08-14,ORD000019,300806,buy,400,48.2,19280.0,5.784,0.0,19.28,25.064,-19254.936
2026-08-14,ORD000020,301005,buy,300,67.25,20175.0,6.052499999999999,0.0,20.175,26.2275,-20148.7725
2026-08-14,ORD000021,301225,buy,300,58.3,17490.0,5.247,0.0,17.490000000000002,22.737000000000002,-17467.263
