time,order_id,symbol,side,quantity,order_type,ref_price,status,message
2026-09-06T22:16:47.942741,ORD000001,000506,buy,900,market,20.64,pending,"已提交,待撮合"
2026-09-06T22:16:47.944654,ORD000002,000603,buy,500,market,36.16,pending,"已提交,待撮合"
2026-09-06T22:16:47.945749,ORD000003,001337,buy,300,market,53.2,pending,"已提交,待撮合"
2026-09-06T22:16:47.947648,ORD000004,002237,buy,1300,market,14.96,pending,"已提交,待撮合"
2026-09-06T22:16:47.947648,ORD000005,002290,buy,300,market,61.86,pending,"已提交,待撮合"
2026-09-06T22:16:47.947648,ORD000006,002378,buy,800,market,23.7,pending,"已提交,待撮合"
2026-09-06T22:16:47.947648,ORD000007,002400,buy,2900,market,6.74,pending,"已提交,待撮合"
2026-09-06T22:16:47.947648,ORD000008,002488,buy,2400,market,8.21,pending,"已提交,待撮合"
2026-09-06T22:16:47.947648,ORD000009,002498,buy,3000,market,6.61,pending,"已提交,待撮合"
2026-09-06T22:16:47.947648,ORD000010,002545,buy,1100,market,17.85,pending,"已提交,待撮合"
2026-09-06T22:16:47.947648,ORD000011,002636,buy,300,market,64.61,pending,"已提交,待撮合"
2026-09-06T22:16:47.947648,ORD000012,002716,buy,1700,market,11.22,pending,"已提交,待撮合"
2026-09-06T22:16:47.963628,ORD000013,300102,buy,1100,market,17.68,pending,"已提交,待撮合"
2026-09-06T22:16:47.963628,ORD000014,300170,buy,1200,market,16.61,pending,"已提交,待撮合"
2026-09-06T22:16:47.963628,ORD000015,300244,buy,1100,market,17.78,pending,"已提交,待撮合"
2026-09-06T22:16:47.963628,ORD000016,300342,buy,600,market,32.3,pending,"已提交,待撮合"
2026-09-06T22:16:47.963628,ORD000017,300503,buy,300,market,64.19,pending,"已提交,待撮合"
2026-09-06T22:16:47.963628,ORD000018,300776,buy,100,market,106.81,pending,"已提交,待撮合"
2026-09-06T22:16:47.963628,ORD000019,300806,buy,400,market,46.57,pending,"已提交,待撮合"
2026-09-06T22:16:47.979507,ORD000020,301005,buy,300,market,65.49,pending,"已提交,待撮合"
2026-09-06T22:16:47.979507,ORD000021,301225,buy,300,market,54.52,pending,"已提交,待撮合"
2026-09-06T22:16:47.979507,ORD000022,301293,buy,300,market,51.91,pending,"已提交,待撮合"
2026-09-06T22:16:47.979507,ORD000023,301363,buy,1200,market,16.03,pending,"已提交,待撮合"
2026-09-06T22:16:47.979507,ORD000024,301550,buy,200,market,81.46,pending,"已提交,待撮合"
2026-09-06T22:16:47.979507,ORD000025,301662,buy,300,market,62.7,pending,"已提交,待撮合"
2026-09-06T22:16:47.979507,ORD000026,600259,buy,200,market,76.99,pending,"已提交,待撮合"
2026-09-06T22:16:47.979507,ORD000027,600301,buy,400,market,44.97,pending,"已提交,待撮合"
2026-09-06T22:16:47.995287,ORD000028,600391,buy,500,market,37.91,pending,"已提交,待撮合"
2026-09-06T22:16:47.995287,ORD000029,600531,buy,1500,market,13.08,pending,"已提交,待撮合"
2026-09-06T22:16:47.995287,ORD000030,600869,buy,900,market,21.2,pending,"已提交,待撮合"
2026-09-06T22:16:47.995287,ORD000031,600877,buy,1600,market,12.02,pending,"已提交,待撮合"
2026-09-06T22:16:47.995287,ORD000032,600986,buy,2600,market,7.56,pending,"已提交,待撮合"
2026-09-06T22:16:47.995287,ORD000033,601069,buy,600,market,30.0,pending,"已提交,待撮合"
2026-09-06T22:16:47.995287,ORD000034,603057,buy,900,market,20.69,pending,"已提交,待撮合"
2026-09-06T22:16:47.995287,ORD000035,603171,buy,400,market,44.82,pending,"已提交,待撮合"
2026-09-06T22:16:47.995287,ORD000036,603619,buy,800,market,22.78,pending,"已提交,待撮合"
2026-09-06T22:16:47.995287,ORD000037,603667,buy,400,market,48.85,pending,"已提交,待撮合"
2026-09-06T22:16:48.011025,ORD000038,603929,buy,100,market,150.26,pending,"已提交,待撮合"
2026-09-06T22:16:48.013609,ORD000039,605116,buy,1000,market,19.64,pending,"已提交,待撮合"
2026-09-06T22:16:48.013609,ORD000040,688003,buy,200,market,75.01,pending,"已提交,待撮合"
2026-09-06T22:16:48.013609,ORD000041,688031,buy,100,market,105.88,pending,"已提交,待撮合"
2026-09-06T22:16:48.013609,ORD000042,688362,buy,300,market,58.6,pending,"已提交,待撮合"
2026-09-06T22:16:48.013609,ORD000043,688390,buy,300,market,61.22,pending,"已提交,待撮合"
2026-09-06T22:16:48.013609,ORD000044,688516,buy,400,market,41.08,pending,"已提交,待撮合"
2026-09-06T22:16:48.013609,ORD000045,688523,buy,400,market,41.03,pending,"已提交,待撮合"
2026-09-06T22:16:48.027242,ORD000046,688548,buy,600,market,28.77,pending,"已提交,待撮合"
2026-09-06T22:16:48.027242,ORD000047,688717,buy,400,market,45.5,pending,"已提交,待撮合"
2026-09-06T22:16:48.027242,ORD000048,688726,buy,400,market,43.53,pending,"已提交,待撮合"
