date,order_id,symbol,side,quantity,price,amount,commission,stamp_tax,slippage,total_cost,net_proceeds
2026-08-31,ORD000001,000506,buy,100,21.49,2149.0,5.0,0.0,2.149,7.149,-2141.851
2026-08-31,ORD000002,002237,buy,100,15.19,1519.0,5.0,0.0,1.5190000000000001,6.519,-1512.481
2026-08-31,ORD000003,002400,buy,300,6.77,2030.9999999999998,5.0,0.0,2.0309999999999997,7.031,-2023.9689999999998
2026-08-31,ORD000004,002488,buy,200,8.05,1610.0000000000002,5.0,0.0,1.6100000000000003,6.61,-1603.3900000000003
2026-08-31,ORD000005,002498,buy,300,6.49,1947.0,5.0,0.0,1.947,6.947,-1940.053
2026-08-31,ORD000006,002545,buy,100,17.57,1757.0,5.0,0.0,1.7570000000000001,6.757,-1750.243
2026-08-31,ORD000007,002716,buy,200,11.66,2332.0,5.0,0.0,2.332,7.332,-2324.668
2026-08-31,ORD000008,300102,buy,100,17.92,1792.0000000000002,5.0,0.0,1.7920000000000003,6.792,-1785.2080000000003
2026-08-31,ORD000009,300170,buy,100,16.88,1688.0,5.0,0.0,1.688,6.688,-1681.312
2026-08-31,ORD000010,300244,buy,100,17.95,1795.0,5.0,0.0,1.795,6.795,-1788.205
2026-08-31,ORD000011,301363,buy,100,16.16,1616.0,5.0,0.0,1.616,6.616,-1609.384
2026-08-31,ORD000012,600531,buy,100,13.65,1365.0,5.0,0.0,1.365,6.365,-1358.635
2026-08-31,ORD000013,600869,buy,100,21.05,2105.0,5.0,0.0,2.105,7.105,-2097.895
2026-08-31,ORD000014,600877,buy,100,12.08,1208.0,5.0,0.0,1.208,6.208,-1201.792
2026-08-31,ORD000015,600986,buy,300,7.44,2232.0,5.0,0.0,2.232,7.232,-2224.768
2026-08-31,ORD000016,603057,buy,100,19.76,1976.0000000000002,5.0,0.0,1.9760000000000002,6.976,-1969.0240000000001
2026-08-31,ORD000017,603619,buy,100,22.42,2242.0,5.0,0.0,2.242,7.242,-2234.758
2026-08-31,ORD000018,605116,buy,100,19.8,1980.0,5.0,0.0,1.98,6.98,-1973.02
